county_state,year,population,median_income,prop_female,prop_male,prop_white,prop_black,prop_native,prop_asian,prop_hawaiin_islander,prop_other_race,prop_multi_racial,prop_poverty
"Oakland County, Michigan",2010,1203012,60266,0.514634101737971,0.48536589826202897,0.7770321493052439,0.13397372594787085,0.0022493541211558985,0.05659295169125495,3.906860446944835e-4,0.005561873032022956,0.02419925985775703,0.10248622307542572
"Ottawa County, Michigan",2010,264055,53056,0.5108064607752173,0.4891935392247827,0.8897010092594346,0.01086894775709606,0.002764575561909451,0.02781238757077124,0,0.04094601503474655,0.02790706481604211,0.11877293973711453
"Saginaw County, Michigan",2010,199911,41938,0.5147690722371455,0.4852309277628545,0.7515094216926532,0.18363171611367057,0.004707094657122419,0.012040357959291885,0,0.019258570063678336,0.028852839513583545,0.16934922390138019
"St. Clair County, Michigan",2010,162789,44369,0.5018582336644368,0.49814176633556323,0.9403829497079041,0.022132945100713192,0.0028810300450276124,0.004846764830547519,0,0.007267075785218903,0.022489234530588677,0.15406278626426678
"Shiawassee County, Michigan",2010,70606,46528,0.5042630937880633,0.49573690621193667,0.9731750842704586,0.0041639520720618646,0.0031442087074752853,0.0012038636943036002,0.002039486729173158,3.6824065943404246e-4,0.01590516386709345,0.15403849176299134
"Van Buren County, Michigan",2010,76186,44242,0.4984380332344525,0.5015619667655474,0.8730081642296484,0.04508702386265193,0.00406898905310687,0.0019819914419972173,0,0.04617646286719345,0.029677368545402042,0.14787522482617915
"Washtenaw County, Michigan",2010,345290,55880,0.504963943351965,0.49503605664803496,0.7404153030785716,0.12395088186741579,0.00547655593848649,0.079588172260998,1.7666309478988677e-4,0.00936893625648006,0.041023487503258134,0.1293181172576482
"Wayne County, Michigan",2010,1815734,39408,0.5197066310373656,0.4802933689626344,0.5236582010360549,0.40508521622660587,0.003453699715927553,0.025215147152611563,1.354823999550595e-4,0.019475870364271418,0.022976383104573686,0.23749261588471993
"Anoka County, Minnesota",2010,331302,65771,0.501005125233171,0.4989948747668291,0.8751290363475017,0.04303022619845338,0.0054783852798956844,0.03884069519652764,1.7506685742917338e-4,0.01200717170436641,0.025339418415826043,0.07110274308106784
"Carver County, Minnesota",2010,91361,80173,0.5025557951423474,0.4974442048576526,0.9222315867821061,0.011843127811648296,0.0010398310000985104,0.025043508718162015,0,0.02449622924442596,0.015345716443559069,0.04733905388582607
"Dakota County, Minnesota",2010,399100,69508,0.5115785517414182,0.4884214482585818,0.8513956401904285,0.045329491355549985,0.004865948383863694,0.04016787772488098,6.339263342520671e-4,0.026735154096717614,0.030871961914307192,0.07094104491144647
"Hennepin County, Minnesota",2010,1154623,59236,0.508647411319539,0.49135258868046106,0.7625233517780262,0.11531382970891797,0.007710741947804608,0.06202717250565769,3.8713935197895764e-4,0.01754685295546685,0.03449091175214767,0.137832913492123
"Olmsted County, Minnesota",2010,144509,60721,0.5162654229148358,0.48373457708516426,0.8668318236234421,0.045166737019839594,6.020386273519297e-4,0.04905576815284861,4.982388640153901e-4,0.008103301524472525,0.02974209218802981,0.08363041769593532
"Ramsey County, Minnesota",2010,509320,50136,0.5150789287677688,0.4849210712322312,0.7207963559255478,0.11128563574962695,0.005746878190528548,0.11502591690881961,4.849603392758973e-4,0.010696615094635984,0.03596363779156522,0.17187487396245896
"St. Louis County, Minnesota",2010,200155,41801,0.495231195823237,0.5047688041767631,0.9326022332692163,0.015932652194549226,0.027133971172341436,0.00846843696135495,0,0.0010391946241662712,0.014823511778371762,0.17859473796880793
"Scott County, Minnesota",2010,130487,77314,0.5000268225953544,0.4999731774046457,0.8685156375730916,0.030125606382244974,0.005992934162023803,0.055829316330362415,0,0.02197920099320239,0.01755730455907485,0.046383647798742135
"Sherburne County, Minnesota",2010,88691,69971,0.47924817625238186,0.5207518237476181,0.9400502869513254,0.02439931898388788,0.00673123541283783,0.015469438838213573,4.2845384537326225e-4,0.005739026507762907,0.007182239460599159,0.0863013698630137
"Stearns County, Minnesota",2010,150785,50150,0.49869018801604936,0.5013098119839506,0.9225055542660079,0.030208575123520244,0.004032231322744305,0.020419803030805452,2.719103359087442e-4,0.010127002022747621,0.012434923898265742,0.12449646200625057
"Washington County, Minnesota",2010,238844,77239,0.5089975046473849,0.4910024953526151,0.8828942740868516,0.032397715663780545,0.0032238616000401935,0.05492706536484065,4.7729899013582085e-4,0.004421295908626551,0.021658488385724574,0.06464532339524962
"Wright County, Minnesota",2010,125118,66833,0.4968030179510542,0.5031969820489458,0.9466583545133395,0.00984670471075305,0.0021499704279160474,0.01207659968989274,0,0.015081762815901789,0.014186607842196965,0.04960406875684027
"DeSoto County, Mississippi",2010,161746,60385,0.5145227702694348,0.48547722973056523,0.733804854524996,0.19947943071235147,0.004253582777935776,0.013923064558010708,2.1020612565380287e-4,0.010559766547549861,0.0377690947535024,0.10156788047625843
"Forrest County, Mississippi",2010,75113,31327,0.5226125970204891,0.4773874029795109,0.6000292892042656,0.36465059310638637,0.0011715681706229281,0.004872658527818087,0,0.010770439204931237,0.018505451785975797,0.3085177639474198
"Harrison County, Mississippi",2010,187785,41970,0.4992038767739702,0.5007961232260297,0.7121388822323402,0.2161834012301302,0.0046968607716271265,0.031040817956705807,4.153686396677051e-4,0.007455334558138296,0.028069334611390686,0.19096011496434478
"Hinds County, Mississippi",2010,245629,37358,0.5304748217840727,0.46952517821592726,0.28453073537733736,0.6977799852623265,0.0012905642249082968,0.007621249933843316,0,0.006318472167374373,0.00245899303421013,0.21842483219509334
"Jackson County, Mississippi",2010,139698,44951,0.5032140760783976,0.4967859239216023,0.7321722572978855,0.2214133344786611,0,0.021310254978596687,0,0.009355896290569658,0.015748256954287106,0.1672614351171561
"Jones County, Mississippi",2010,67870,35913,0.5292618240754383,0.4707381759245617,NA,NA,NA,NA,NA,NA,NA,0.24921169946721758
"Lauderdale County, Mississippi",2010,80229,31334,0.5238006207231799,0.4761993792768201,0.557554001670219,0.40952772688180084,0.004487155517331638,0.003178401824776577,0,3.614653055628264e-4,0.024891248800309115,0.25888472339424795
"Lee County, Mississippi",2010,83048,41260,0.5271288893170215,0.47287111068297855,NA,NA,NA,NA,NA,NA,NA,0.21762379685129454
"Madison County, Mississippi",2010,95552,55362,0.5208158908238446,0.4791841091761554,0.5611394842598795,0.3840945244474213,0,0.02200895847287341,0,0.027880107166778297,0.004876925653047555,0.12041233636191159
"Rankin County, Mississippi",2010,142018,49293,0.514815023447732,0.485184976552268,0.7798518497655227,0.1929332901463195,0.0016547198242476307,0.012794152853863594,0,0.006041487698742413,0.0067244997113042005,0.150999286481344
"Boone County, Missouri",2010,163232,41006,0.5140781219368751,0.48592187806312487,0.825983875710645,0.09389090374436385,0.004269996079200157,0.03871789845128406,0.0010537149578514018,0.01248529700058812,0.023598314056067438,0.20480222303397172
"Buchanan County, Missouri",2010,89144,41647,0.5095351341649466,0.4904648658350534,0.8917594005205062,0.062359777438750784,0.003668222202279458,0.007426186843758413,0,0.014930898321816388,0.01985551467288881,0.1553486609099416
"Cape Girardeau County, Missouri",2010,75895,44589,0.5132090388036102,0.48679096119638976,NA,NA,NA,NA,NA,NA,NA,0.1604235770890872
"Cass County, Missouri",2010,99723,57100,0.5115269295949781,0.4884730704050219,0.928632311502863,0.037614191309928505,0.005525305095113464,0.0070495271903171786,0,0.004161527430983825,0.0170171374707941,0.07894951222989348
"Christian County, Missouri",2010,77825,47671,0.5115708319948603,0.48842916800513975,0.9675554127850947,0.004857051076132348,0.0030709926116286542,0.003803405075489881,0,0,0.020713138451654352,0.09523562517830744
"Clay County, Missouri",2010,222718,54884,0.5150549124902343,0.4849450875097657,0.8836690343842887,0.05481371061162546,0.0017241534137339596,0.01887139791125998,0,0.01024165087689365,0.030680052802198297,0.10149827965145236
"Cole County, Missouri",2010,76182,53080,0.49129715680869496,0.508702843191305,0.8421805675881442,0.11748181985245859,0.0026777979050169333,0.01296894279488593,0,0.012443884382137513,0.012246987477356856,0.1057136521546308
"Franklin County, Missouri",2010,101508,42905,0.5061768530559168,0.49382314694408325,NA,NA,NA,NA,NA,NA,NA,0.1703940362087327
"Greene County, Missouri",2010,275414,37203,0.5145199590434764,0.48548004095652364,0.9153528869265906,0.030739178110045243,0.004513205574153819,0.014759598277502234,0,0.00704757201885162,0.02758755909285657,0.20143309665177206
"Jackson County, Missouri",2010,675259,44502,0.5166077016374457,0.4833922983625542,0.6676608530948865,0.2398857327336622,0.003252085496083725,0.0164944117738527,0.002342804760839915,0.03595361187337007,0.03441050026730484,0.17099423657048957
"Jasper County, Missouri",2010,117770,37560,0.5089496476182389,0.49105035238176103,0.8954487560499278,0.01667657298123461,0.01182813959412414,0.004338965780759107,0,0.02459030313322578,0.04711726246072854,0.17785880774120638
"Jefferson County, Missouri",2010,219084,52627,0.5028436581402567,0.4971563418597433,0.9676973215752862,0.0072392324405250955,7.759580800058425e-4,0.004071497690383597,0.001565609537894141,0.002200069379781271,0.01645031129612386,0.12999408382480726
"Platte County, Missouri",2010,89677,67221,0.5164646453382695,0.4835353546617304,0.8615475539993532,0.060472584943742545,0.007047514970393747,0.027554445398485675,0.007382048908861804,0.022491831796335737,0.013504019982827258,0.08070798040331671
"St. Charles County, Missouri",2010,361602,64608,0.5118887616772031,0.4881112383227969,0.9086122311270403,0.04818557419483299,0.0014684653292846832,0.02312763756837628,0,0.004366679387835244,0.014239412392630572,0.058877931918212716
"St. Francois County, Missouri",2010,65498,33428,0.46268588353842866,0.5373141164615713,NA,NA,NA,NA,NA,NA,NA,0.18518774157923798
"St. Louis County, Missouri",2010,998881,55110,0.5262678937731321,0.47373210622686784,0.7049718635152736,0.2324661295990213,0.002712034766904166,0.03344442431080379,1.22136670934776e-4,0.003986460849690804,0.02229695028737157,0.1057309858150973
"St. Louis city, Missouri",2010,319156,32688,0.5156443870708995,0.4843556129291005,0.45087042073468775,0.4943005928135457,0.0016762962313100803,0.02731266214641116,0,0.0028512702252190152,0.02298875784882628,0.2782282798243952
"Cascade County, Montana",2010,81519,41871,0.49614200370465783,0.5038579962953422,0.9046847974091929,0.014475153031808536,0.04580527239048565,0.006648756731559514,2.8214281333186126e-4,0.00294409892172377,0.025159778701897718,0.11872844692457207
"Flathead County, Montana",2010,90901,41854,0.5047469224761004,0.49525307752389963,0.9551820111989967,0,0.014235266938757549,0.006237555142407674,1.8701664448135885e-4,0.0030692731653117126,0.021088876910044994,0.14380843329294188
"Gallatin County, Montana",2010,89658,49506,0.4815744272680631,0.5184255727319369,0.9601039505677129,0.0010372749782506859,0.005085993441745299,0.010751968591759798,0.001907247540654487,0.002531843226482857,0.018581721653394008,0.14135249064893426
"Missoula County, Montana",2010,109494,45596,0.4910040732825543,0.5089959267174458,0.9352475934754416,0.004895245401574515,0.026458070761868232,0.007507260671817634,9.224249730578844e-4,0.0010776846219884195,0.02389172009425174,0.1415264282847516
"Yellowstone County, Montana",2010,148432,48153,0.5149563436455751,0.4850436563544249,0.9093052711005714,0.005699579605475908,0.039822949229276705,0.00898728037080953,0,0.013959254069203406,0.022225665624663146,0.131412215861724
"Douglas County, Nebraska",2010,518777,50038,0.5090588056139729,0.4909411943860271,0.8002590708531797,0.11205778205278955,0.007544667554652577,0.02251641842255921,0.0011662043614115505,0.023541907216395486,0.032913949539011944,0.15128341061227074
"Lancaster County, Nebraska",2010,286141,50031,0.49928531737849524,0.5007146826215048,0.892898955410095,0.033574356698271135,0.005175769987523633,0.037146022415522416,0.004249653143030883,0.0038407638192359712,0.02311447852632094,0.15939721604917798
"Sarpy County, Nebraska",2010,159709,69538,0.5027894483091122,0.4972105516908878,0.888703830090978,0.038438660313445075,0.004927712276703254,0.019103494480586566,0.001778234163384656,0.017600761384768546,0.02944730729013393,0.05594079965768509
"Clark County, Nevada",2010,1954260,51437,0.4960931503484695,0.5039068496515305,0.6792888356718144,0.10353023650895991,0.004779302651643077,0.08716803291271376,0.007383357383357383,0.07655122655122655,0.041299008320284915,0.15076073425930958
"Washoe County, Nevada",2010,422528,50556,0.49563342547712813,0.5043665745228718,0.8356274613753408,0.025536769160860347,0.01637524613753408,0.05229239245683126,0.002059035140866404,0.03248778779157831,0.03562130793698879,0.15761154539987973
"Cheshire County, New Hampshire",2010,77049,48030,0.5128424768653714,0.4871575231346286,0.9598177782969279,0.003270645952575634,0.0021544731274902983,0.015003439369751716,0,0.005165544004464691,0.014588119248789732,0.11803111941939741
"Grafton County, New Hampshire",2010,89108,50738,0.5126363513938142,0.48736364860618575,0.9320263051577861,0.008136194281097096,0.0012569017372177581,0.027135610719576243,0,0.00391659559186605,0.027528392512456794,0.1159606433747717
"Hillsborough County, New Hampshire",2010,401057,68312,0.5055166721937281,0.4944833278062719,0.91143403556103,0.01833155885572375,0.002892356946768165,0.034351725565193975,4.7624153175234444e-4,0.016845485803763556,0.01566859573576823,0.07092355793147355
"Merrimack County, New Hampshire",2010,146400,61310,0.5094330601092896,0.4905669398907104,0.9557513661202186,0.01269808743169399,0.0015437158469945355,0.01567622950819672,1.0245901639344262e-4,0.002069672131147541,0.012158469945355192,0.10090209302656479
"Rockingham County, New Hampshire",2010,295360,73925,0.5082543336944746,0.49174566630552546,0.9579936348862406,0.009744041170097507,0.0011816088840736728,0.01627505417118093,3.080985915492958e-4,0.001025866738894908,0.013471695557963164,0.05028721941657705
"Strafford County, New Hampshire",2010,123198,52212,0.5118183736748974,0.4881816263251027,0.9340979561356516,0.008668971898894463,0.001720807155960324,0.02457020406175425,0,0.010097566518936996,0.020844494228802416,0.10734987046968818
"Atlantic County, New Jersey",2010,274685,52571,0.5169776289203998,0.4830223710796003,0.672537634017147,0.16020168556710412,0.0020168556710413745,0.07784553215501393,0.002606622130804376,0.05685785536159601,0.027933815097293264,0.14318169037845133
"Bergen County, New Jersey",2010,906541,77389,0.5184608307842667,0.4815391692157332,0.7352629390176506,0.054946218648687706,0.002273476875287494,0.144603498352529,0,0.043937339844529924,0.018976527261315265,0.0680311325698866
"Burlington County, New Jersey",2010,449149,74329,0.5082656312270538,0.4917343687729462,0.7451736506148294,0.16663735197005894,0.0011933679024110039,0.04341321031550777,3.139270041790141e-4,0.014293697637087025,0.028974794555926876,0.05105303176042726
"Camden County, New Jersey",2010,513607,57352,0.5171775306800726,0.4828224693199275,0.6337510976291211,0.18948145177149064,0.004337947107418708,0.05034783404431793,6.619847470926214e-5,0.09014285241439467,0.031872618558547686,0.12369625898484142
"Cape May County, New Jersey",2010,97253,53392,0.5150483789703145,0.4849516210296855,0.9137918624618264,0.041479440222923714,0.016637018909442382,0.009963702919190154,0,0.002796828889597236,0.015331146597020144,0.10488796248045858
"Cumberland County, New Jersey",2010,157149,51619,0.48151117729034226,0.5184888227096577,0.6179231175508594,0.20410565768792674,0.006560652629033593,0.013121305258067185,0,0.11604273651120911,0.042246530362903996,0.16852246592247713
"Essex County, New Jersey",2010,784228,52394,0.5203792774550259,0.4796207225449742,0.43574445186858923,0.4072552880029787,0.0033905955920982165,0.04632453827203313,5.100557490933759e-5,0.05710839194723984,0.050125728742151515,0.1669038828169724
"Gloucester County, New Jersey",2010,288581,70514,0.5138002848420374,0.48619971515796256,0.8297601020164183,0.09971203925414356,0.001427675418686608,0.026373877698115954,3.91571170659191e-4,0.018795416191641167,0.02353931825033526,0.06253885191493845
"Hudson County, New Jersey",2010,635294,54817,0.5061971307772465,0.49380286922275357,0.5140297248203194,0.1304592834183858,0.0021029633524006206,0.13341854322565616,0,0.18690716424206746,0.03308232094117054,0.1649311760827952
"Hunterdon County, New Jersey",2010,128373,97874,0.5009620403044254,0.49903795969557463,0.9157299432123578,0.024623557913268368,0.0016202784074532807,0.030948875542364827,7.945596036549742e-4,0.01191060425478878,0.014372181066112034,0.03771477593700175
"Mercer County, New Jersey",2010,366789,70956,0.5107650447532505,0.4892349552467495,0.6247242965301577,0.2068518957765909,0.00214292140713053,0.088238742165114,0,0.057062779963412205,0.020979364157594695,0.12136401197484939
"Middlesex County, New Jersey",2010,810986,76443,0.5087572411854212,0.4912427588145788,0.6358112223885493,0.09187951456621939,0.0018224728910240127,0.2163588520640307,2.811392551782645e-4,0.027566443810374038,0.026280355024624346,0.07663248030669782
"Monmouth County, New Jersey",2010,630966,80816,0.5132114884161746,0.4867885115838254,0.8326597629666258,0.07301185800819696,4.3742452049714246e-4,0.049543081560654616,0,0.016235423144828724,0.028112449799196786,0.06607608179248588
"Morris County, New Jersey",2010,492694,91469,0.5108627261545706,0.48913727384542943,0.8244265203148404,0.03241565758868588,0.0014938278119887801,0.08919329238837899,0,0.036306510734857744,0.01616419116124816,0.06011821402092429
"Ocean County, New Jersey",2010,577603,57128,0.5221233269217784,0.47787667307822157,0.9092871747549788,0.02892990514245944,1.8351705236988036e-4,0.015344449388247637,5.55745035950298e-4,0.026184074528698777,0.0195151340972952,0.1121777967791505
"Passaic County, New Jersey",2010,501860,53993,0.5144462599131232,0.4855537400868768,0.677989877655123,0.12101183597019088,0.0027597337903000835,0.05238313473877177,0,0.12654126648866218,0.01931415135695214,0.1569870070912787
"Salem County, New Jersey",2010,66058,56357,0.512413333737019,0.48758666626298103,0.8149353598352963,0.15207847649035697,6.206666868509491e-4,0.005252959520421448,0,0.013518423203851162,0.013594114263223229,0.11329580834649776
"Somerset County, New Jersey",2010,324194,94270,0.5106109304922362,0.4893890695077639,0.6975884809712702,0.08485968278253145,0.001668753894273182,0.13759970881632602,6.354220004071636e-4,0.05342480119928191,0.02422315033590998,0.04921183201946048
"Sussex County, New Jersey",2010,149239,84115,0.5071864593035332,0.49281354069646677,0.938548234710766,0.01905668089440428,0.0019900964225169023,0.016798558017676345,0,0.007900079737870127,0.015706350216766394,0.058661122324303525
"Union County, New Jersey",2010,537661,66665,0.5158213074781322,0.48417869252186785,0.5936882161808277,0.2144455335239119,0.0010210894969134826,0.04332283725246949,0.0011140848973609765,0.12832249316948785,0.01808574547902861,0.11131578699028943
"Warren County, New Jersey",2010,108714,71832,0.5150854535754364,0.48491454642456355,0.9150339422705447,0.03949813271519768,0.0010854167816472578,0.023925161432750152,0,0.007000018396894604,0.013457328402965579,0.07149700933014577
"Bernalillo County, New Mexico",2010,664639,47624,0.510890874595081,0.4891091254049191,0.7062375214214032,0.028726872783571233,0.044555014075310054,0.022637853029990718,8.576084159972557e-5,0.15768108702619016,0.04007589082193491,0.1657592733973138
"Chaves County, New Mexico",2010,65779,34325,0.5207893096580976,0.47921069034190245,0.8558354490034814,0.013134891074659085,0.013378129798263883,0.007373173809270436,0.00231076787424558,0.09597287888231806,0.011994709557761595,0.2317203056263024
"Do?a Ana County, New Mexico",2010,210538,35230,0.509945947999886,0.490054052000114,0.9001747902991384,0.01240156171332491,0.011252125507034359,0.010658408458330562,2.8498418337782252e-5,0.04674690554674216,0.018737710057091832,0.2631707998842666
"McKinley County, New Mexico",2010,71797,29369,0.5132247865509701,0.4867752134490299,0.16321016198448404,0.004540579689959191,0.7512291599927574,0.00721478613312534,5.43198183768124e-4,0.047564661476106246,0.025697452539799714,0.3341287442800595
"Sandoval County, New Mexico",2010,132330,51959,0.516511750925716,0.483488249074284,0.7396206453563062,0.024257537973248696,0.1362578402478652,0.012733318219602508,0.0013602357742008614,0.05905690319655407,0.026713519232222475,0.15098257660156575
"San Juan County, New Mexico",2010,130145,45127,0.5029236620692304,0.49707633793076955,0.5562257482039263,0.002189865150409159,0.3759729532444581,0.0014906450497521994,0.0015828498981904798,0.035990625840408776,0.026547312612854892,0.27104769351055513
"Santa Fe County, New Mexico",2010,144606,47080,0.508167019349128,0.491832980650872,0.8404284746137781,0.0062099774559838455,0.029369459081919146,0.009066013858346126,0,0.07873117298037426,0.0361949020095985,0.1800965730093373
"Valencia County, New Mexico",2010,76759,39241,0.49276306361469013,0.5072369363853099,0.5505413046027176,0.014135150275537722,0.030002996391302647,0.006917755572636433,0,0.3673836292812569,0.03101916387654868,0.2615919004792934
"Albany County, New York",2010,303833,53965,0.5139336411778839,0.4860663588221161,0.7840491322535735,0.1307659141699552,0.002534286927358121,0.04611085695102244,0,0.014662660079714843,0.021877149618375884,0.1368206029169804
"Bronx County, New York",2010,1386657,32568,0.53140610835989,0.46859389164011,0.2291648186970534,0.35033104798086334,0.005389941420264709,0.03414398802299343,1.3702018595802712e-4,0.34029251646225417,0.040540667230612906,0.3023417231637164
"Broome County, New York",2010,200272,44473,0.5088879124390828,0.4911120875609172,0.887148478069825,0.041703283534393225,0.002471638571542702,0.03307501797555325,0,0.008553367420308381,0.027048214428377407,0.1694873759952314
"Cattaraugus County, New York",2010,80229,41578,0.49885951463934486,0.5011404853606551,0.9320320582333071,0.015692579989779257,0.031659375038951006,0.007827593513567413,0,0.0036395816973912175,0.00914881152700395,0.14545102593883083
"Cayuga County, New York",2010,79978,49136,0.4865337967941184,0.5134662032058817,0.9273800295081147,0.03348420815724324,0.0027382530195803846,0.02138087974192903,0,0.005276451024031609,0.009740178549101003,0.11102895546430411
"Chautauqua County, New York",2010,134768,40443,0.5059435474296569,0.4940564525703431,0.9279057342989434,0.02596313664964977,0.005988068384186157,0.006025169179627211,2.597055680873798e-4,0.016049804107800072,0.017808381811706044,0.17139824058823988
"Chemung County, New York",2010,88824,47643,0.4963523372061605,0.5036476627938395,0.8860555705665135,0.06839367738449068,0.0038052778528325677,0.00953571106908043,0,0.002307934792398451,0.02990182833468432,0.1479153672695869
"Clinton County, New York",2010,82115,43600,0.4928575777872496,0.5071424222127504,0.9311209888570907,0.04149059246179139,0.004980819582293125,0.01127686780734336,0,0.00397004201424831,0.007160689277233148,0.15802243258292897
"Dutchess County, New York",2010,297577,69613,0.5014634867614096,0.49853651323859033,0.7992754816400461,0.10127462807945506,0.0029471363714265553,0.03686776867835888,0,0.0384236684958851,0.021211316734828296,0.07483940843876144
"Erie County, New York",2010,918652,46816,0.5173754588244515,0.48262454117554854,0.8023887173815547,0.12998175587708946,0.006537840226767046,0.024681816400552115,1.1320935457605274e-4,0.01441242167872056,0.02188423908074004,0.14376511079193433
"Jefferson County, New York",2010,116582,43557,0.49036729512274624,0.5096327048772538,0.8748177248631864,0.044612375838465626,0.004691976462918804,0.016623492477397882,0.008140193168756756,0.020860853304969892,0.03025338388430461,0.1275237986410822
"Kings County, New York",2010,2508340,42143,0.5281680314470925,0.4718319685529075,0.4483032603235606,0.3407723833292137,0.00459985488410662,0.10520742802012487,4.843840946602135e-4,0.08077732683766954,0.019855362510664422,0.23020127961154419
"Livingston County, New York",2010,65333,50640,0.502196439777754,0.49780356022224603,0.9398313256700289,0.022086847381874396,0.001500007653100271,0.010821483783080526,8.87759631426691e-4,0.007882693279047342,0.016989882601441846,0.1447842174252103
"Madison County, New York",2010,73439,53006,0.5111316875229782,0.4888683124770217,0.9505439888887376,0.018763872057081386,0.004520758724928172,0.006467952995002656,0,7.216873868108226e-4,0.01898173994743937,0.09427134802069406
"Monroe County, New York",2010,744389,49532,0.5174901832240939,0.48250981677590615,0.7682703532695943,0.14907259510820284,0.002939323391398852,0.0337511704229912,2.5121273957567886e-4,0.02422926722452911,0.02148607784370806,0.1543674803629752
"Nassau County, New York",2010,1341245,91104,0.5159079810176366,0.4840920189823634,0.7205611204515208,0.1088839100984533,0.0011765188313842736,0.07922042579841863,3.72787969386652e-5,0.0644975377354622,0.025623208287822136,0.058878142019350425
"New York County, New York",2010,1586698,63832,0.5308893059674872,0.4691106940325128,0.5753331761935794,0.1560656155109542,0.002960235659211772,0.11167531565553117,0.00029558239816272535,0.11078919870069792,0.04288087588186284,0.16400715909640595
"Niagara County, New York",2010,216546,43991,0.5115956886758471,0.48840431132415285,0.8884809694014205,0.0727189604056413,0.002710740443139102,0.009928606393098926,5.680086448144967e-4,0.005162875324411441,0.020429839387474256,0.14356138485170744
"Oneida County, New York",2010,234845,47286,0.501645766356533,0.498354233643467,0.8678958461964275,0.049019566096787245,0.003576827269049799,0.030062381570823308,0.0012689220549724285,0.0168834763354553,0.03129298047648449,0.14967070994392556
"Onondaga County, New York",2010,467204,50426,0.5205520500680645,0.4794479499319355,0.814316658247789,0.10669215160829103,0.008760627049425946,0.03199672948005582,1.048792390476109e-4,0.01390399054802613,0.02422496382736449,0.1415227235358684
"Ontario County, New York",2010,108116,53567,0.5077231862074069,0.49227681379259314,0.9359946723889156,0.025648377668430204,0.0018961115838543787,0.012292352658255947,0,0.0025158163454067854,0.021652669355137075,0.09902726686639615
"Orange County, New York",2010,373355,65891,0.4991737086686933,0.5008262913313066,0.7571721284032623,0.10484391530848657,0.0026971648966801036,0.024370907045573247,3.5622932597661745e-4,0.0846700861110739,0.02588956890894725,0.10948485041322085
"Oswego County, New York",2010,122114,44643,0.5032183042075438,0.49678169579245623,0.964942594624695,0.007271893476587451,0.001948998476833123,0.0065758225920041925,0,0.002161914276823296,0.017098776553056978,0.17568485202726514
"Putnam County, New York",2010,99713,81233,0.4983101501308756,0.5016898498691243,0.870237581859938,0.01980684564700691,6.618996520012435e-4,0.020468745299008155,0,0.06464553267878813,0.02417939486325755,0.09116812058018892
"Queens County, New York",2010,2233841,53054,0.5156857627736262,0.4843142372263738,0.4201480767879182,0.18434257406861096,0.003711992035243332,0.23277395302530485,8.993478049691093e-4,0.12529763756686355,0.03282641871109,0.1500891502396167
"Rensselaer County, New York",2010,159428,51653,0.5048172215671024,0.4951827784328976,0.8786411420829465,0.04773314599693906,0.002327069272649723,0.022254560052186567,1.9444514138043507e-4,0.013078003863813132,0.035771633590084555,0.14541919457937483
"Richmond County, New York",2010,469363,70560,0.5146784045610753,0.48532159543892467,0.7570430562272698,0.10332940602476122,0.002509784537767144,0.08034080232144417,0,0.039080626295638986,0.01769632459311876,0.1175906815339815
"Rockland County, New York",2010,312183,84027,0.5098163577132644,0.49018364228673567,0.7308886134094426,0.12480500219422583,0.0013645842342472204,0.06446219044598842,1.9539821194619822e-4,0.06272923253348196,0.015554978970667845,0.1086784231485498
"St. Lawrence County, New York",2010,111894,40163,0.494467978622625,0.505532021377375,0.9368866963376052,0.021216508481241174,0.005076232863245571,0.012073927109585858,0,0.004870681180402881,0.01987595402791928,0.17415589242839777
"Saratoga County, New York",2010,219960,66212,0.5065739225313693,0.49342607746863065,0.94360792871431165,0.014552645935624659,0.0015411893071467539,0.01199308965266412,4.591743953446081e-4,0.004314420803782506,0.023531551191125658,0.062289335935870035
"Schenectady County, New York",2010,154889,52331,0.5159501320300344,0.4840498679699656,0.809825100555882,0.10205372879933372,0.00518435783044632,0.038059513587149506,0,0.025263253039273285,0.019614046187915218,0.11328865932017616
"Steuben County, New York",2010,98930,45995,0.5055089457191954,0.4944910542808046,0.9521479834226221,0.020367936925098553,0.0013241686040634793,0.012625088446376226,0,0.002688769837258668,0.010846052764581017,0.13632387597377874
"Suffolk County, New York",2010,1494434,81551,0.5079856320185435,0.49201436798145654,0.8098002320611014,0.07401531282077362,0.0023560759458095843,0.033288188036407096,8.297455759170361e-5,0.060359306600358396,0.02009790997795821,0.061627451153569955
"Sullivan County, New York",2010,77500,43578,0.4797677419354839,0.5202322580645161,0.7918064516129032,0.09690322580645161,0.0014709677419354839,0.015548387096774193,0,0.06606451612903226,0.028206451612903225,0.20452410770194113
"Tompkins County, New York",2010,101620,52064,0.5082562487699271,0.4917437512300728,0.8250934855343436,0.04760873843731549,0.002164928163747294,0.09754969494194056,0,0.011867742570360166,0.015715410352292857,0.21833697575189925
"Ulster County, New York",2010,182435,51301,0.5087236550004111,0.4912763449995889,0.8772878011346507,0.053021624140104695,0.002165154712637378,0.01809959711678132,2.6858881245375065e-4,0.01538630197056486,0.0337709321128073,0.12301741267209858
"Warren County, New York",2010,65697,52715,0.5144679361310258,0.48553206386897424,NA,NA,NA,NA,NA,NA,NA,0.08530930632879984
